#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2
32,19,10.59100,4.55000,0.37000,-0.27194,292.50000,0.01028,0.00058,0.05640,0.57393,0.86224
32,20,10.59100,4.55000,0.37000,-0.27194,307.50000,0.01114,0.00064,0.05779,0.57393,0.86224
32,21,10.59100,4.55000,0.37000,-0.27194,322.50000,0.01281,0.00071,0.05562,0.57393,0.86224
32,22,10.59100,4.55000,0.37000,-0.27194,337.50000,0.01276,0.00076,0.05986,0.57393,0.86224
32,23,10.59100,4.55000,0.37000,-0.27194,352.50000,0.01299,0.00082,0.06289,0.57393,0.86224
33,0,10.59100,4.57000,0.37200,-0.33557,7.50000,0.01050,0.00105,0.10014,0.51949,0.75162
33,1,10.59100,4.57000,0.37200,-0.33557,22.50000,0.00951,0.00087,0.09182,0.51949,0.75162
33,2,10.59100,4.57000,0.37200,-0.33557,37.50000,0.00808,0.00067,0.08294,0.51949,0.75162
33,3,10.59100,4.57000,0.37200,-0.33557,52.50000,0.00748,0.00056,0.07447,0.51949,0.75162
33,4,10.59100,4.57000,0.37200,-0.33557,67.50000,0.00708,0.00050,0.07059,0.51949,0.75162
33,5,10.59100,4.57000,0.37200,-0.33557,82.50000,0.00618,0.00045,0.07278,0.51949,0.75162
33,6,10.59100,4.57000,0.37200,-0.33557,97.50000,0.00507,0.00041,0.08140,0.51949,0.75162
33,7,10.59100,4.57000,0.37200,-0.33557,112.50000,0.00450,0.00036,0.07933,0.51949,0.75162
33,8,10.59100,4.57000,0.37200,-0.33557,127.50000,0.00465,0.00035,0.07536,0.51949,0.75162
33,9,10.59100,4.57000,0.37200,-0.33557,142.50000,0.00449,0.00034,0.07524,0.51949,0.75162
33,10,10.59100,4.57000,0.37200,-0.33557,157.50000,0.00362,0.00031,0.08628,0.51949,0.75162
33,11,10.59100,4.57000,0.37200,-0.33557,172.50000,0.00386,0.00031,0.08161,0.51949,0.75162
33,12,10.59100,4.57000,0.37200,-0.33557,187.50000,0.00342,0.00029,0.08448,0.51949,0.75162
33,13,10.59100,4.57000,0.37200,-0.33557,202.50000,0.00392,0.00033,0.08503,0.51949,0.75162
33,14,10.59100,4.57000,0.37200,-0.33557,217.50000,0.00443,0.00036,0.08041,0.51949,0.75162
33,15,10.59100,4.57000,0.37200,-0.33557,232.50000,0.00498,0.00038,0.07587,0.51949,0.75162
33,16,10.59100,4.57000,0.37200,-0.33557,247.50000,0.00578,0.00042,0.07242,0.51949,0.75162
33,17,10.59100,4.57000,0.37200,-0.33557,262.50000,0.00575,0.00043,0.07555,0.51949,0.75162
33,18,10.59100,4.57000,0.37200,-0.33557,277.50000,0.00626,0.00047,0.07452,0.51949,0.75162
33,19,10.59100,4.57000,0.37200,-0.33557,292.50000,0.00765,0.00052,0.06794,0.51949,0.75162
33,20,10.59100,4.57000,0.37200,-0.33557,307.50000,0.00948,0.00059,0.06265,0.51949,0.75162
33,21,10.59100,4.57000,0.37200,-0.33557,322.50000,0.00947,0.00071,0.07449,0.51949,0.75162
33,22,10.59100,4.57000,0.37200,-0.33557,337.50000,0.01134,0.00091,0.08012,0.51949,0.75162
33,23,10.59100,4.57000,0.37200,-0.33557,352.50000,0.01109,0.00106,0.09546,0.51949,0.75162
34,0,10.59100,4.58000,0.37300,-0.39879,7.50000,0.00937,0.00163,0.17349,0.47365,0.66153
34,1,10.59100,4.58000,0.37300,-0.39879,22.50000,0.00844,0.00123,0.14600,0.47365,0.66153
34,2,10.59100,4.58000,0.37300,-0.39879,37.50000,0.00698,0.00082,0.11717,0.47365,0.66153
34,3,10.59100,4.58000,0.37300,-0.39879,52.50000,0.00701,0.00063,0.09022,0.47365,0.66153
34,4,10.59100,4.58000,0.37300,-0.39879,67.50000,0.00536,0.00050,0.09294,0.47365,0.66153
34,5,10.59100,4.58000,0.37300,-0.39879,82.50000,0.00555,0.00047,0.08474,0.47365,0.66153
34,6,10.59100,4.58000,0.37300,-0.39879,97.50000,0.00438,0.00039,0.08972,0.47365,0.66153
34,7,10.59100,4.58000,0.37300,-0.39879,112.50000,0.00390,0.00036,0.09244,0.47365,0.66153
34,8,10.59100,4.58000,0.37300,-0.39879,127.50000,0.00341,0.00032,0.09484,0.47365,0.66153
34,9,10.59100,4.58000,0.37300,-0.39879,142.50000,0.00340,0.00031,0.09037,0.47365,0.66153
34,10,10.59100,4.58000,0.37300,-0.39879,157.50000,0.00302,0.00028,0.09447,0.47365,0.66153
34,11,10.59100,4.58000,0.37300,-0.39879,172.50000,0.00296,0.00030,0.10085,0.47365,0.66153
34,12,10.59100,4.58000,0.37300,-0.39879,187.50000,0.00335,0.00031,0.09186,0.47365,0.66153
34,13,10.59100,4.58000,0.37300,-0.39879,202.50000,0.00285,0.00029,0.10033,0.47365,0.66153
34,14,10.59100,4.58000,0.37300,-0.39879,217.50000,0.00294,0.00030,0.10323,0.47365,0.66153
34,15,10.59100,4.58000,0.37300,-0.39879,232.50000,0.00360,0.00034,0.09400,0.47365,0.66153
34,16,10.59100,4.58000,0.37300,-0.39879,247.50000,0.00418,0.00037,0.08936,0.47365,0.66153
34,17,10.59100,4.58000,0.37300,-0.39879,262.50000,0.00472,0.00041,0.08607,0.47365,0.66153
34,18,10.59100,4.58000,0.37300,-0.39879,277.50000,0.00560,0.00046,0.08273,0.47365,0.66153
34,19,10.59100,4.58000,0.37300,-0.39879,292.50000,0.00675,0.00053,0.07854,0.47365,0.66153
34,20,10.59100,4.58000,0.37300,-0.39879,307.50000,0.00784,0.00063,0.07996,0.47365,0.66153
34,21,10.59100,4.58000,0.37300,-0.39879,322.50000,0.00897,0.00086,0.09580,0.47365,0.66153
34,22,10.59100,4.58000,0.37300,-0.39879,337.50000,0.00939,0.00123,0.13145,0.47365,0.66153
34,23,10.59100,4.58000,0.37300,-0.39879,352.50000,0.01118,0.00173,0.15501,0.47365,0.66153
35,0,10.59100,4.57000,0.37100,-0.48338,7.50000,0.01178,0.00353,0.29941,0.42214,0.56421
35,1,10.59100,4.57000,0.37100,-0.48338,22.50000,0.00590,0.00171,0.28992,0.42214,0.56421
35,2,10.59100,4.57000,0.37100,-0.48338,37.50000,0.00560,0.00093,0.16588,0.42214,0.56421
35,3,10.59100,4.57000,0.37100,-0.48338,52.50000,0.00485,0.00056,0.11567,0.42214,0.56421
35,4,10.59100,4.57000,0.37100,-0.48338,67.50000,0.00416,0.00042,0.10087,0.42214,0.56421
35,5,10.59100,4.57000,0.37100,-0.48338,82.50000,0.00339,0.00034,0.09986,0.42214,0.56421
35,6,10.59100,4.57000,0.37100,-0.48338,97.50000,0.00295,0.00029,0.09971,0.42214,0.56421
35,7,10.59100,4.57000,0.37100,-0.48338,112.50000,0.00287,0.00026,0.08888,0.42214,0.56421
35,8,10.59100,4.57000,0.37100,-0.48338,127.50000,0.00233,0.00022,0.09325,0.42214,0.56421
35,9,10.59100,4.57000,0.37100,-0.48338,142.50000,0.00267,0.00022,0.08134,0.42214,0.56421
35,10,10.59100,4.57000,0.37100,-0.48338,157.50000,0.00215,0.00020,0.09344,0.42214,0.56421
35,11,10.59100,4.57000,0.37100,-0.48338,172.50000,0.00249,0.00022,0.08947,0.42214,0.56421
35,12,10.59100,4.57000,0.37100,-0.48338,187.50000,0.00240,0.00021,0.08846,0.42214,0.56421
35,13,10.59100,4.57000,0.37100,-0.48338,202.50000,0.00211,0.00020,0.09619,0.42214,0.56421
35,14,10.59100,4.57000,0.37100,-0.48338,217.50000,0.00248,0.00021,0.08642,0.42214,0.56421
35,15,10.59100,4.57000,0.37100,-0.48338,232.50000,0.00260,0.00023,0.08702,0.42214,0.56421
35,16,10.59100,4.57000,0.37100,-0.48338,247.50000,0.00318,0.00027,0.08430,0.42214,0.56421
35,17,10.59100,4.57000,0.37100,-0.48338,262.50000,0.00348,0.00030,0.08596,0.42214,0.56421
35,18,10.59100,4.57000,0.37100,-0.48338,277.50000,0.00373,0.00034,0.09159,0.42214,0.56421
35,19,10.59100,4.57000,0.37100,-0.48338,292.50000,0.00483,0.00042,0.08655,0.42214,0.56421
35,20,10.59100,4.57000,0.37100,-0.48338,307.50000,0.00534,0.00053,0.10011,0.42214,0.56421
35,21,10.59100,4.57000,0.37100,-0.48338,322.50000,0.00701,0.00090,0.12831,0.42214,0.56421
35,22,10.59100,4.57000,0.37100,-0.48338,337.50000,0.01096,0.00193,0.17593,0.42214,0.56421
35,23,10.59100,4.57000,0.37100,-0.48338,352.50000,0.01276,0.00323,0.25286,0.42214,0.56421
36,0,4.48700,2.71000,0.48300,-0.34812,7.50000,0.02739,0.00282,0.10310,0.50980,0.73233
36,1,4.48700,2.71000,0.48300,-0.34812,22.50000,0.02869,0.00282,0.09840,0.50980,0.73233
36,2,4.48700,2.71000,0.48300,-0.34812,37.50000,0.02329,0.00250,0.10743,0.50980,0.73233
36,3,4.48700,2.71000,0.48300,-0.34812,52.50000,0.02760,0.00254,0.09201,0.50980,0.73233
36,4,4.48700,2.71000,0.48300,-0.34812,67.50000,0.02400,0.00274,0.11410,0.50980,0.73233
36,5,4.48700,2.71000,0.48300,-0.34812,82.50000,0.02303,0.00244,0.10591,0.50980,0.73233
36,6,4.48700,2.71000,0.48300,-0.34812,97.50000,0.01840,0.00207,0.11276,0.50980,0.73233
36,7,4.48700,2.71000,0.48300,-0.34812,112.50000,0.02238,0.00223,0.09945,0.50980,0.73233
36,8,4.48700,2.71000,0.48300,-0.34812,127.50000,0.02393,0.00223,0.09331,0.50980,0.73233
36,9,4.48700,2.71000,0.48300,-0.34812,142.50000,0.02085,0.00225,0.10785,0.50980,0.73233
36,10,4.48700,2.71000,0.48300,-0.34812,157.50000,0.02082,0.00210,0.10089,0.50980,0.73233
36,11,4.48700,2.71000,0.48300,-0.34812,172.50000,0.02231,0.00223,0.09986,0.50980,0.73233
36,12,4.48700,2.71000,0.48300,-0.34812,187.50000,0.02313,0.00227,0.09794,0.50980,0.73233
36,13,4.48700,2.71000,0.48300,-0.34812,202.50000,0.02221,0.00228,0.10258,0.50980,0.73233
36,14,4.48700,2.71000,0.48300,-0.34812,217.50000,0.01868,0.00220,0.11786,0.50980,0.73233
36,15,4.48700,2.71000,0.48300,-0.34812,232.50000,0.01966,0.00209,0.10610,0.50980,0.73233
36,16,4.48700,2.71000,0.48300,-0.34812,247.50000,0.02016,0.00220,0.10908,0.50980,0.73233
36,17,4.48700,2.71000,0.48300,-0.34812,262.50000,0.02335,0.00233,0.09968,0.50980,0.73233
36,18,4.48700,2.71000,0.48300,-0.34812,277.50000,0.02211,0.00242,0.10946,0.50980,0.73233
36,19,4.48700,2.71000,0.48300,-0.34812,292.50000,0.02401,0.00252,0.10480,0.50980,0.73233
36,20,4.48700,2.71000,0.48300,-0.34812,307.50000,0.02835,0.00264,0.09322,0.50980,0.73233
36,21,4.48700,2.71000,0.48300,-0.34812,322.50000,0.02754,0.00273,0.09911,0.50980,0.73233
36,22,4.48700,2.71000,0.48300,-0.34812,337.50000,0.02854,0.00284,0.09942,0.50980,0.73233
36,23,4.48700,2.71000,0.48300,-0.34812,352.50000,0.02629,0.00282,0.10735,0.50980,0.73233
37,0,4.48700,2.71000,0.48300,-0.39062,7.50000,0.02549,0.00358,0.14061,0.47918,0.67223
37,1,4.48700,2.71000,0.48300,-0.39062,22.50000,0.02750,0.00337,0.12254,0.47918,0.67223
37,2,4.48700,2.71000,0.48300,-0.39062,37.50000,0.02570,0.00292,0.11375,0.47918,0.67223
37,3,4.48700,2.71000,0.48300,-0.39062,52.50000,0.02224,0.00259,0.11635,0.47918,0.67223
37,4,4.48700,2.71000,0.48300,-0.39062,67.50000,0.02092,0.00229,0.10940,0.47918,0.67223
37,5,4.48700,2.71000,0.48300,-0.39062,82.50000,0.02043,0.00219,0.10720,0.47918,0.67223
37,6,4.48700,2.71000,0.48300,-0.39062,97.50000,0.01553,0.00205,0.13230,0.47918,0.67223
37,7,4.48700,2.71000,0.48300,-0.39062,112.50000,0.01764,0.00214,0.12135,0.47918,0.67223
37,8,4.48700,2.71000,0.48300,-0.39062,127.50000,0.01629,0.00187,0.11463,0.47918,0.67223
37,9,4.48700,2.71000,0.48300,-0.39062,142.50000,0.01423,0.00181,0.12708,0.47918,0.67223
37,10,4.48700,2.71000,0.48300,-0.39062,157.50000,0.01430,0.00188,0.13176,0.47918,0.67223
37,11,4.48700,2.71000,0.48300,-0.39062,172.50000,0.01194,0.00180,0.15052,0.47918,0.67223
37,12,4.48700,2.71000,0.48300,-0.39062,187.50000,0.01639,0.00198,0.12056,0.47918,0.67223
37,13,4.48700,2.71000,0.48300,-0.39062,202.50000,0.01862,0.00210,0.11272,0.47918,0.67223
37,14,4.48700,2.71000,0.48300,-0.39062,217.50000,0.01804,0.00199,0.11053,0.47918,0.67223
37,15,4.48700,2.71000,0.48300,-0.39062,232.50000,0.01375,0.00198,0.14436,0.47918,0.67223
37,16,4.48700,2.71000,0.48300,-0.39062,247.50000,0.01540,0.00205,0.13335,0.47918,0.67223
37,17,4.48700,2.71000,0.48300,-0.39062,262.50000,0.02347,0.00231,0.09843,0.47918,0.67223
37,18,4.48700,2.71000,0.48300,-0.39062,277.50000,0.02409,0.00251,0.10409,0.47918,0.67223
37,19,4.48700,2.71000,0.48300,-0.39062,292.50000,0.02080,0.00248,0.11923,0.47918,0.67223
37,20,4.48700,2.71000,0.48300,-0.39062,307.50000,0.02711,0.00272,0.10049,0.47918,0.67223
37,21,4.48700,2.71000,0.48300,-0.39062,322.50000,0.02834,0.00305,0.10752,0.47918,0.67223
37,22,4.48700,2.71000,0.48300,-0.39062,337.50000,0.02480,0.00321,0.12944,0.47918,0.67223
37,23,4.48700,2.71000,0.48300,-0.39062,352.50000,0.02869,0.00353,0.12316,0.47918,0.67223
38,0,4.48700,2.71000,0.48400,-0.43499,7.50000,0.03079,0.00651,0.21130,0.45039,0.61703
38,1,4.48700,2.71000,0.48400,-0.43499,22.50000,0.03101,0.00480,0.15467,0.45039,0.61703
38,2,4.48700,2.71000,0.48400,-0.43499,37.50000,0.02360,0.00356,0.15073,0.45039,0.61703
38,3,4.48700,2.71000,0.48400,-0.43499,52.50000,0.02093,0.00271,0.12947,0.45039,0.61703
38,4,4.48700,2.71000,0.48400,-0.43499,67.50000,0.02138,0.00240,0.11227,0.45039,0.61703
38,5,4.48700,2.71000,0.48400,-0.43499,82.50000,0.01827,0.00221,0.12110,0.45039,0.61703
38,6,4.48700,2.71000,0.48400,-0.43499,97.50000,0.01220,0.00206,0.16918,0.45039,0.61703
38,7,4.48700,2.71000,0.48400,-0.43499,112.50000,0.01726,0.00197,0.11410,0.45039,0.61703
38,8,4.48700,2.71000,0.48400,-0.43499,127.50000,0.01321,0.00178,0.13462,0.45039,0.61703
38,9,4.48700,2.71000,0.48400,-0.43499,142.50000,0.01190,0.00175,0.14671,0.45039,0.61703
38,10,4.48700,2.71000,0.48400,-0.43499,157.50000,0.01558,0.00205,0.13183,0.45039,0.61703
38,11,4.48700,2.71000,0.48400,-0.43499,172.50000,0.01149,0.00194,0.16892,0.45039,0.61703
38,12,4.48700,2.71000,0.48400,-0.43499,187.50000,0.01407,0.00209,0.14838,0.45039,0.61703
38,13,4.48700,2.71000,0.48400,-0.43499,202.50000,0.01506,0.00205,0.13627,0.45039,0.61703
38,14,4.48700,2.71000,0.48400,-0.43499,217.50000,0.01409,0.00205,0.14531,0.45039,0.61703
38,15,4.48700,2.71000,0.48400,-0.43499,232.50000,0.01805,0.00210,0.11661,0.45039,0.61703
38,16,4.48700,2.71000,0.48400,-0.43499,247.50000,0.01567,0.00220,0.14017,0.45039,0.61703
38,17,4.48700,2.71000,0.48400,-0.43499,262.50000,0.01838,0.00230,0.12490,0.45039,0.61703
38,18,4.48700,2.71000,0.48400,-0.43499,277.50000,0.01734,0.00236,0.13599,0.45039,0.61703
38,19,4.48700,2.71000,0.48400,-0.43499,292.50000,0.02390,0.00290,0.12119,0.45039,0.61703
38,20,4.48700,2.71000,0.48400,-0.43499,307.50000,0.01972,0.00297,0.15081,0.45039,0.61703
38,21,4.48700,2.71000,0.48400,-0.43499,322.50000,0.02542,0.00401,0.15793,0.45039,0.61703
38,22,4.48700,2.71000,0.48400,-0.43499,337.50000,0.02301,0.00479,0.20815,0.45039,0.61703
38,23,4.48700,2.71000,0.48400,-0.43499,352.50000,0.03108,0.00602,0.19385,0.45039,0.61703
39,0,4.48700,2.71000,0.48500,-0.47967,7.50000,0.00758,0.01730,2.28052,0.42420,0.56802
39,1,4.48700,2.71000,0.48500,-0.47967,22.50000,0.04246,0.01006,0.23686,0.42420,0.56802
39,2,4.48700,2.71000,0.48500,-0.47967,37.50000,0.01271,0.00440,0.34594,0.42420,0.56802
39,3,4.48700,2.71000,0.48500,-0.47967,52.50000,0.01936,0.00302,0.15578,0.42420,0.56802
39,4,4.48700,2.71000,0.48500,-0.47967,67.50000,0.01545,0.00245,0.15833,0.42420,0.56802
39,5,4.48700,2.71000,0.48500,-0.47967,82.50000,0.01916,0.00231,0.12068,0.42420,0.56802
39,6,4.48700,2.71000,0.48500,-0.47967,97.50000,0.01501,0.00209,0.13909,0.42420,0.56802
39,7,4.48700,2.71000,0.48500,-0.47967,112.50000,0.01060,0.00189,0.17841,0.42420,0.56802
39,8,4.48700,2.71000,0.48500,-0.47967,127.50000,0.01012,0.00173,0.17109,0.42420,0.56802
39,9,4.48700,2.71000,0.48500,-0.47967,142.50000,0.01150,0.00174,0.15114,0.42420,0.56802
39,10,4.48700,2.71000,0.48500,-0.47967,157.50000,0.01394,0.00205,0.14700,0.42420,0.56802
39,11,4.48700,2.71000,0.48500,-0.47967,172.50000,0.01379,0.00224,0.16237,0.42420,0.56802
39,12,4.48700,2.71000,0.48500,-0.47967,187.50000,0.01621,0.00248,0.15327,0.42420,0.56802
39,13,4.48700,2.71000,0.48500,-0.47967,202.50000,0.01269,0.00215,0.16957,0.42420,0.56802
39,14,4.48700,2.71000,0.48500,-0.47967,217.50000,0.01130,0.00199,0.17622,0.42420,0.56802
39,15,4.48700,2.71000,0.48500,-0.47967,232.50000,0.01357,0.00199,0.14642,0.42420,0.56802
39,16,4.48700,2.71000,0.48500,-0.47967,247.50000,0.01555,0.00216,0.13909,0.42420,0.56802
39,17,4.48700,2.71000,0.48500,-0.47967,262.50000,0.01672,0.00216,0.12923,0.42420,0.56802
39,18,4.48700,2.71000,0.48500,-0.47967,277.50000,0.01827,0.00227,0.12416,0.42420,0.56802
39,19,4.48700,2.71000,0.48500,-0.47967,292.50000,0.01841,0.00266,0.14439,0.42420,0.56802
39,20,4.48700,2.71000,0.48500,-0.47967,307.50000,0.01835,0.00318,0.17325,0.42420,0.56802
39,21,4.48700,2.71000,0.48500,-0.47967,322.50000,0.02408,0.00508,0.21102,0.42420,0.56802
39,22,4.48700,2.71000,0.48500,-0.47967,337.50000,0.02057,0.01002,0.48719,0.42420,0.56802
39,23,4.48700,2.71000,0.48500,-0.47967,352.50000,0.05082,0.02011,0.39575,0.42420,0.56802
40,0,4.48700,2.72000,0.48500,-0.53988,7.50000,0.20310,0.14327,0.70542,0.39266,0.51062
40,1,4.48700,2.72000,0.48500,-0.53988,22.50000,0.03541,0.03013,0.85090,0.39266,0.51062
40,2,4.48700,2.72000,0.48500,-0.53988,37.50000,0.02175,0.00714,0.32838,0.39266,0.51062
40,3,4.48700,2.72000,0.48500,-0.53988,52.50000,0.01315,0.00273,0.20751,0.39266,0.51062
40,4,4.48700,2.72000,0.48500,-0.53988,67.50000,0.01207,0.00203,0.16840,0.39266,0.51062
40,5,4.48700,2.72000,0.48500,-0.53988,82.50000,0.01359,0.00178,0.13098,0.39266,0.51062
40,6,4.48700,2.72000,0.48500,-0.53988,97.50000,0.01408,0.00177,0.12588,0.39266,0.51062
40,7,4.48700,2.72000,0.48500,-0.53988,112.50000,0.01368,0.00150,0.10950,0.39266,0.51062
40,8,4.48700,2.72000,0.48500,-0.53988,127.50000,0.00757,0.00123,0.16201,0.39266,0.51062
40,9,4.48700,2.72000,0.48500,-0.53988,142.50000,0.00990,0.00143,0.14458,0.39266,0.51062
40,10,4.48700,2.72000,0.48500,-0.53988,157.50000,0.01279,0.00167,0.13049,0.39266,0.51062
40,11,4.48700,2.72000,0.48500,-0.53988,172.50000,0.01844,0.00227,0.12329,0.39266,0.51062
40,12,4.48700,2.72000,0.48500,-0.53988,187.50000,0.02063,0.00231,0.11189,0.39266,0.51062
40,13,4.48700,2.72000,0.48500,-0.53988,202.50000,0.01447,0.00190,0.13099,0.39266,0.51062
40,14,4.48700,2.72000,0.48500,-0.53988,217.50000,0.01027,0.00156,0.15203,0.39266,0.51062
40,15,4.48700,2.72000,0.48500,-0.53988,232.50000,0.01340,0.00170,0.12677,0.39266,0.51062
40,16,4.48700,2.72000,0.48500,-0.53988,247.50000,0.01227,0.00155,0.12596,0.39266,0.51062
40,17,4.48700,2.72000,0.48500,-0.53988,262.50000,0.01045,0.00157,0.15033,0.39266,0.51062
40,18,4.48700,2.72000,0.48500,-0.53988,277.50000,0.01724,0.00178,0.10323,0.39266,0.51062
40,19,4.48700,2.72000,0.48500,-0.53988,292.50000,0.01914,0.00223,0.11659,0.39266,0.51062
40,20,4.48700,2.72000,0.48500,-0.53988,307.50000,0.01661,0.00346,0.20846,0.39266,0.51062
40,21,4.48700,2.72000,0.48500,-0.53988,322.50000,0.00806,0.00738,0.91515,0.39266,0.51062
40,22,4.48700,2.72000,0.48500,-0.53988,337.50000,-0.02318,0.00000,0.00000,0.39266,0.51062
40,23,4.48700,2.72000,0.48500,-0.53988,352.50000,-0.09057,0.00000,0.00000,0.39266,0.51062
41,0,8.85100,4.50000,0.49700,-0.40977,7.50000,0.00338,0.00024,0.07196,0.46638,0.64753
41,1,8.85100,4.50000,0.49700,-0.40977,22.50000,0.00357,0.00025,0.07114,0.46638,0.64753
41,2,8.85100,4.50000,0.49700,-0.40977,37.50000,0.00328,0.00023,0.07077,0.46638,0.64753
41,3,8.85100,4.50000,0.49700,-0.40977,52.50000,0.00343,0.00024,0.07001,0.46638,0.64753
41,4,8.85100,4.50000,0.49700,-0.40977,67.50000,0.00326,0.00022,0.06889,0.46638,0.64753
41,5,8.85100,4.50000,0.49700,-0.40977,82.50000,0.00346,0.00023,0.06565,0.46638,0.64753
41,6,8.85100,4.50000,0.49700,-0.40977,97.50000,0.00302,0.00022,0.07295,0.46638,0.64753
41,7,8.85100,4.50000,0.49700,-0.40977,112.50000,0.00302,0.00021,0.07021,0.46638,0.64753
41,8,8.85100,4.50000,0.49700,-0.40977,127.50000,0.00307,0.00022,0.07238,0.46638,0.64753
41,9,8.85100,4.50000,0.49700,-0.40977,142.50000,0.00291,0.00021,0.07214,0.46638,0.64753
41,10,8.85100,4.50000,0.49700,-0.40977,157.50000,0.00279,0.00021,0.07441,0.46638,0.64753
41,11,8.85100,4.50000,0.49700,-0.40977,172.50000,0.00262,0.00020,0.07528,0.46638,0.64753
41,12,8.85100,4.50000,0.49700,-0.40977,187.50000,0.00292,0.00021,0.07184,0.46638,0.64753
41,13,8.85100,4.50000,0.49700,-0.40977,202.50000,0.00314,0.00022,0.07039,0.46638,0.64753
41,14,8.85100,4.50000,0.49700,-0.40977,217.50000,0.00259,0.00021,0.07939,0.46638,0.64753
41,15,8.85100,4.50000,0.49700,-0.40977,232.50000,0.00253,0.00020,0.07809,0.46638,0.64753
41,16,8.85100,4.50000,0.49700,-0.40977,247.50000,0.00300,0.00022,0.07349,0.46638,0.64753
41,17,8.85100,4.50000,0.49700,-0.40977,262.50000,0.00341,0.00023,0.06849,0.46638,0.64753
41,18,8.85100,4.50000,0.49700,-0.40977,277.50000,0.00327,0.00022,0.06835,0.46638,0.64753
41,19,8.85100,4.50000,0.49700,-0.40977,292.50000,0.00370,0.00024,0.06427,0.46638,0.64753
41,20,8.85100,4.50000,0.49700,-0.40977,307.50000,0.00296,0.00021,0.07143,0.46638,0.64753
41,21,8.85100,4.50000,0.49700,-0.40977,322.50000,0.00329,0.00023,0.06887,0.46638,0.64753
41,22,8.85100,4.50000,0.49700,-0.40977,337.50000,0.00335,0.00024,0.07251,0.46638,0.64753
41,23,8.85100,4.50000,0.49700,-0.40977,352.50000,0.00354,0.00025,0.07177,0.46638,0.64753
42,0,8.85100,4.53000,0.50100,-0.47956,7.50000,0.00237,0.00030,0.12663,0.42426,0.56813
42,1,8.85100,4.53000,0.50100,-0.47956,22.50000,0.00261,0.00028,0.10790,0.42426,0.56813
42,2,8.85100,4.53000,0.50100,-0.47956,37.50000,0.00307,0.00027,0.08679,0.42426,0.56813
42,3,8.85100,4.53000,0.50100,-0.47956,52.50000,0.00270,0.00023,0.08396,0.42426,0.56813
42,4,8.85100,4.53000,0.50100,-0.47956,67.50000,0.00239,0.00020,0.08206,0.42426,0.56813
42,5,8.85100,4.53000,0.50100,-0.47956,82.50000,0.00230,0.00018,0.07989,0.42426,0.56813
42,6,8.85100,4.53000,0.50100,-0.47956,97.50000,0.00224,0.00018,0.08246,0.42426,0.56813
42,7,8.85100,4.53000,0.50100,-0.47956,112.50000,0.00230,0.00018,0.08016,0.42426,0.56813
42,8,8.85100,4.53000,0.50100,-0.47956,127.50000,0.00194,0.00017,0.08816,0.42426,0.56813
42,9,8.85100,4.53000,0.50100,-0.47956,142.50000,0.00215,0.00017,0.08040,0.42426,0.56813
42,10,8.85100,4.53000,0.50100,-0.47956,157.50000,0.00194,0.00017,0.09019,0.42426,0.56813
42,11,8.85100,4.53000,0.50100,-0.47956,172.50000,0.00190,0.00017,0.08960,0.42426,0.56813
42,12,8.85100,4.53000,0.50100,-0.47956,187.50000,0.00208,0.00020,0.09762,0.42426,0.56813
42,13,8.85100,4.53000,0.50100,-0.47956,202.50000,0.00250,0.00021,0.08516,0.42426,0.56813
42,14,8.85100,4.53000,0.50100,-0.47956,217.50000,0.00229,0.00021,0.09214,0.42426,0.56813
42,15,8.85100,4.53000,0.50100,-0.47956,232.50000,0.00248,0.00019,0.07843,0.42426,0.56813
42,16,8.85100,4.53000,0.50100,-0.47956,247.50000,0.00233,0.00020,0.08457,0.42426,0.56813
42,17,8.85100,4.53000,0.50100,-0.47956,262.50000,0.00284,0.00022,0.07583,0.42426,0.56813
42,18,8.85100,4.53000,0.50100,-0.47956,277.50000,0.00292,0.00022,0.07512,0.42426,0.56813
42,19,8.85100,4.53000,0.50100,-0.47956,292.50000,0.00303,0.00022,0.07312,0.42426,0.56813
42,20,8.85100,4.53000,0.50100,-0.47956,307.50000,0.00250,0.00022,0.08611,0.42426,0.56813
42,21,8.85100,4.53000,0.50100,-0.47956,322.50000,0.00297,0.00026,0.08659,0.42426,0.56813
42,22,8.85100,4.53000,0.50100,-0.47956,337.50000,0.00292,0.00029,0.10058,0.42426,0.56813
42,23,8.85100,4.53000,0.50100,-0.47956,352.50000,0.00274,0.00032,0.11606,0.42426,0.56813
43,0,8.85100,4.56000,0.50400,-0.54751,7.50000,0.00224,0.00044,0.19557,0.38893,0.50397
43,1,8.85100,4.56000,0.50400,-0.54751,22.50000,0.00287,0.00042,0.14626,0.38893,0.50397
43,2,8.85100,4.56000,0.50400,-0.54751,37.50000,0.00188,0.00029,0.15341,0.38893,0.50397
43,3,8.85100,4.56000,0.50400,-0.54751,52.50000,0.00178,0.00022,0.12372,0.38893,0.50397
43,4,8.85100,4.56000,0.50400,-0.54751,67.50000,0.00184,0.00019,0.10226,0.38893,0.50397
43,5,8.85100,4.56000,0.50400,-0.54751,82.50000,0.00200,0.00018,0.09021,0.38893,0.50397
43,6,8.85100,4.56000,0.50400,-0.54751,97.50000,0.00167,0.00017,0.10227,0.38893,0.50397
43,7,8.85100,4.56000,0.50400,-0.54751,112.50000,0.00187,0.00018,0.09527,0.38893,0.50397
